Country,Cases,Status,Daily_cases,date,day,month,year,quarter,year/month
Singapore,62301,confirmed,25.0,21-06-14,14,6,2021,2,21-06
Singapore,62315,confirmed,14.0,21-06-15,15,6,2021,2,21-06
Singapore,62339,confirmed,24.0,21-06-16,16,6,2021,2,21-06
Singapore,62366,confirmed,27.0,21-06-17,17,6,2021,2,21-06
Singapore,62382,confirmed,16.0,21-06-18,18,6,2021,2,21-06
Singapore,62403,confirmed,21.0,21-06-19,19,6,2021,2,21-06
Singapore,62414,confirmed,11.0,21-06-20,20,6,2021,2,21-06
Singapore,62430,confirmed,16.0,21-06-21,21,6,2021,2,21-06
Singapore,62448,confirmed,18.0,21-06-22,22,6,2021,2,21-06
Singapore,62470,confirmed,22.0,21-06-23,23,6,2021,2,21-06
Singapore,62493,confirmed,23.0,21-06-24,24,6,2021,2,21-06
Singapore,62513,confirmed,20.0,21-06-25,25,6,2021,2,21-06
Singapore,62530,confirmed,17.0,21-06-26,26,6,2021,2,21-06
Singapore,62544,confirmed,14.0,21-06-27,27,6,2021,2,21-06
Singapore,62553,confirmed,9.0,21-06-28,28,6,2021,2,21-06
Singapore,62563,confirmed,10.0,21-06-29,29,6,2021,2,21-06
Singapore,62579,confirmed,16.0,21-06-30,30,6,2021,2,21-06
Singapore,62589,confirmed,10.0,21-07-01,1,7,2021,3,21-07
Singapore,62599,confirmed,10.0,21-07-02,2,7,2021,3,21-07
Singapore,62606,confirmed,7.0,21-07-03,3,7,2021,3,21-07
Singapore,62617,confirmed,11.0,21-07-04,4,7,2021,3,21-07
Singapore,62630,confirmed,13.0,21-07-05,5,7,2021,3,21-07
Singapore,62640,confirmed,10.0,21-07-06,6,7,2021,3,21-07
Singapore,62652,confirmed,12.0,21-07-07,7,7,2021,3,21-07
Singapore,62668,confirmed,16.0,21-07-08,8,7,2021,3,21-07
Singapore,62678,confirmed,10.0,21-07-09,9,7,2021,3,21-07
Singapore,62684,confirmed,6.0,21-07-10,10,7,2021,3,21-07
Singapore,62692,confirmed,8.0,21-07-11,11,7,2021,3,21-07
Singapore,62718,confirmed,26.0,21-07-12,12,7,2021,3,21-07
Singapore,62744,confirmed,26.0,21-07-13,13,7,2021,3,21-07
Singapore,62804,confirmed,60.0,21-07-14,14,7,2021,3,21-07
Singapore,62852,confirmed,48.0,21-07-15,15,7,2021,3,21-07
Singapore,62913,confirmed,61.0,21-07-16,16,7,2021,3,21-07
Singapore,62981,confirmed,68.0,21-07-17,17,7,2021,3,21-07
Singapore,63073,confirmed,92.0,21-07-18,18,7,2021,3,21-07
Singapore,63245,confirmed,172.0,21-07-19,19,7,2021,3,21-07
Singapore,63440,confirmed,195.0,21-07-20,20,7,2021,3,21-07
Singapore,63621,confirmed,181.0,21-07-21,21,7,2021,3,21-07
Singapore,63791,confirmed,170.0,21-07-22,22,7,2021,3,21-07
Singapore,63924,confirmed,133.0,21-07-23,23,7,2021,3,21-07
Singapore,64054,confirmed,130.0,21-07-24,24,7,2021,3,21-07
Singapore,64179,confirmed,125.0,21-07-25,25,7,2021,3,21-07
Singapore,64314,confirmed,135.0,21-07-26,26,7,2021,3,21-07
Singapore,64453,confirmed,139.0,21-07-27,27,7,2021,3,21-07
Singapore,64589,confirmed,136.0,21-07-28,28,7,2021,3,21-07
Singapore,64722,confirmed,133.0,21-07-29,29,7,2021,3,21-07
Singapore,64861,confirmed,139.0,21-07-30,30,7,2021,3,21-07
Singapore,64981,confirmed,120.0,21-07-31,31,7,2021,3,21-07
Singapore,65102,confirmed,121.0,21-08-01,1,8,2021,3,21-08
Singapore,65213,confirmed,111.0,21-08-02,2,8,2021,3,21-08
Singapore,65315,confirmed,102.0,21-08-03,3,8,2021,3,21-08
Singapore,65410,confirmed,95.0,21-08-04,4,8,2021,3,21-08
Singapore,65508,confirmed,98.0,21-08-05,5,8,2021,3,21-08
Singapore,65605,confirmed,97.0,21-08-06,6,8,2021,3,21-08
Singapore,65686,confirmed,81.0,21-08-07,7,8,2021,3,21-08
Singapore,65764,confirmed,78.0,21-08-08,8,8,2021,3,21-08
Singapore,65836,confirmed,72.0,21-08-09,9,8,2021,3,21-08
Singapore,65836,confirmed,0.0,21-08-10,10,8,2021,3,21-08
Singapore,65953,confirmed,117.0,21-08-11,11,8,2021,3,21-08
Singapore,66012,confirmed,59.0,21-08-12,12,8,2021,3,21-08
Singapore,66061,confirmed,49.0,21-08-13,13,8,2021,3,21-08
Singapore,66119,confirmed,58.0,21-08-14,14,8,2021,3,21-08
Singapore,66172,confirmed,53.0,21-08-15,15,8,2021,3,21-08
Singapore,66225,confirmed,53.0,21-08-16,16,8,2021,3,21-08
Singapore,66281,confirmed,56.0,21-08-17,17,8,2021,3,21-08
Singapore,66334,confirmed,53.0,21-08-18,18,8,2021,3,21-08
Singapore,66366,confirmed,32.0,21-08-19,19,8,2021,3,21-08
Singapore,66406,confirmed,40.0,21-08-20,20,8,2021,3,21-08
Singapore,66443,confirmed,37.0,21-08-21,21,8,2021,3,21-08
Singapore,66478,confirmed,35.0,21-08-22,22,8,2021,3,21-08
Singapore,66576,confirmed,98.0,21-08-23,23,8,2021,3,21-08
Singapore,66692,confirmed,116.0,21-08-24,24,8,2021,3,21-08
Singapore,66812,confirmed,120.0,21-08-25,25,8,2021,3,21-08
Singapore,66928,confirmed,116.0,21-08-26,26,8,2021,3,21-08
Singapore,66928,confirmed,0.0,21-08-27,27,8,2021,3,21-08
Singapore,67171,confirmed,243.0,21-08-28,28,8,2021,3,21-08
Singapore,67171,confirmed,0.0,21-08-29,29,8,2021,3,21-08
Singapore,67459,confirmed,288.0,21-08-30,30,8,2021,3,21-08
Singapore,67620,confirmed,161.0,21-08-31,31,8,2021,3,21-08
Singapore,67800,confirmed,180.0,21-09-01,1,9,2021,3,21-09
Singapore,67991,confirmed,191.0,21-09-02,2,9,2021,3,21-09
Singapore,68210,confirmed,219.0,21-09-03,3,9,2021,3,21-09
Singapore,68469,confirmed,259.0,21-09-04,4,9,2021,3,21-09
Singapore,68660,confirmed,191.0,21-09-05,5,9,2021,3,21-09
Singapore,68901,confirmed,241.0,21-09-06,6,9,2021,3,21-09
Singapore,69233,confirmed,332.0,21-09-07,7,9,2021,3,21-09
Singapore,69582,confirmed,349.0,21-09-08,8,9,2021,3,21-09
Singapore,70039,confirmed,457.0,21-09-09,9,9,2021,3,21-09
Singapore,70612,confirmed,573.0,21-09-10,10,9,2021,3,21-09
Singapore,71167,confirmed,555.0,21-09-11,11,9,2021,3,21-09
Singapore,71687,confirmed,520.0,21-09-12,12,9,2021,3,21-09
Singapore,72294,confirmed,607.0,21-09-13,13,9,2021,3,21-09
Singapore,73131,confirmed,837.0,21-09-14,14,9,2021,3,21-09
Singapore,73938,confirmed,807.0,21-09-15,15,9,2021,3,21-09
Singapore,74848,confirmed,910.0,21-09-16,16,9,2021,3,21-09
Singapore,75783,confirmed,935.0,21-09-17,17,9,2021,3,21-09
Singapore,76792,confirmed,1009.0,21-09-18,18,9,2021,3,21-09
Singapore,77804,confirmed,1012.0,21-09-19,19,9,2021,3,21-09
Singapore,78721,confirmed,917.0,21-09-20,20,9,2021,3,21-09
Singapore,79899,confirmed,1178.0,21-09-21,21,9,2021,3,21-09
Singapore,81356,confirmed,1457.0,21-09-22,22,9,2021,3,21-09
Singapore,82860,confirmed,1504.0,21-09-23,23,9,2021,3,21-09
Singapore,84510,confirmed,1650.0,21-09-24,24,9,2021,3,21-09
Singapore,85953,confirmed,1443.0,21-09-25,25,9,2021,3,21-09
Singapore,87892,confirmed,1939.0,21-09-26,26,9,2021,3,21-09
Singapore,89539,confirmed,1647.0,21-09-27,27,9,2021,3,21-09
Singapore,91775,confirmed,2236.0,21-09-28,28,9,2021,3,21-09
Singapore,94043,confirmed,2268.0,21-09-29,29,9,2021,3,21-09
Singapore,96521,confirmed,2478.0,21-09-30,30,9,2021,3,21-09
Singapore,99430,confirmed,2909.0,21-10-01,1,10,2021,4,21-10
Singapore,101786,confirmed,2356.0,21-10-02,2,10,2021,4,21-10
Singapore,103843,confirmed,2057.0,21-10-03,3,10,2021,4,21-10
Singapore,106318,confirmed,2475.0,21-10-04,4,10,2021,4,21-10
Singapore,109804,confirmed,3486.0,21-10-05,5,10,2021,4,21-10
Singapore,113381,confirmed,3577.0,21-10-06,6,10,2021,4,21-10
Singapore,116864,confirmed,3483.0,21-10-07,7,10,2021,4,21-10
Singapore,120454,confirmed,3590.0,21-10-08,8,10,2021,4,21-10
Singapore,124157,confirmed,3703.0,21-10-09,9,10,2021,4,21-10
Singapore,126966,confirmed,2809.0,21-10-10,10,10,2021,4,21-10
Singapore,129229,confirmed,2263.0,21-10-11,11,10,2021,4,21-10
Singapore,132205,confirmed,2976.0,21-10-12,12,10,2021,4,21-10
Singapore,135395,confirmed,3190.0,21-10-13,13,10,2021,4,21-10
Singapore,138327,confirmed,2932.0,21-10-14,14,10,2021,4,21-10
Singapore,141772,confirmed,3445.0,21-10-15,15,10,2021,4,21-10
Singapore,145120,confirmed,3348.0,21-10-16,16,10,2021,4,21-10
Singapore,148178,confirmed,3058.0,21-10-17,17,10,2021,4,21-10
Singapore,150731,confirmed,2553.0,21-10-18,18,10,2021,4,21-10
Singapore,154725,confirmed,3994.0,21-10-19,19,10,2021,4,21-10
Singapore,158587,confirmed,3862.0,21-10-20,20,10,2021,4,21-10
Singapore,162026,confirmed,3439.0,21-10-21,21,10,2021,4,21-10
Singapore,165663,confirmed,3637.0,21-10-22,22,10,2021,4,21-10
Singapore,169261,confirmed,3598.0,21-10-23,23,10,2021,4,21-10
Singapore,172644,confirmed,3383.0,21-10-24,24,10,2021,4,21-10
Singapore,175818,confirmed,3174.0,21-10-25,25,10,2021,4,21-10
Singapore,179095,confirmed,3277.0,21-10-26,26,10,2021,4,21-10
Singapore,184419,confirmed,5324.0,21-10-27,27,10,2021,4,21-10
Singapore,187851,confirmed,3432.0,21-10-28,28,10,2021,4,21-10
Singapore,192099,confirmed,4248.0,21-10-29,29,10,2021,4,21-10
Singapore,195211,confirmed,3112.0,21-10-30,30,10,2021,4,21-10
Singapore,198374,confirmed,3163.0,21-10-31,31,10,2021,4,21-10
Singapore,200844,confirmed,2470.0,21-11-01,1,11,2021,4,21-11
Singapore,204340,confirmed,3496.0,21-11-02,2,11,2021,4,21-11
Singapore,207975,confirmed,3635.0,21-11-03,3,11,2021,4,21-11
Singapore,210978,confirmed,3003.0,21-11-04,4,11,2021,4,21-11
Singapore,212745,confirmed,1767.0,21-11-05,5,11,2021,4,21-11
Singapore,215780,confirmed,3035.0,21-11-06,6,11,2021,4,21-11
Singapore,218333,confirmed,2553.0,21-11-07,7,11,2021,4,21-11
Singapore,220803,confirmed,2470.0,21-11-08,8,11,2021,4,21-11
Singapore,224200,confirmed,3397.0,21-11-09,9,11,2021,4,21-11
Singapore,227681,confirmed,3481.0,21-11-10,10,11,2021,4,21-11
Singapore,230077,confirmed,2396.0,21-11-11,11,11,2021,4,21-11
Singapore,233176,confirmed,3099.0,21-11-12,12,11,2021,4,21-11
Singapore,235480,confirmed,2304.0,21-11-13,13,11,2021,4,21-11
Singapore,237203,confirmed,1723.0,21-11-14,14,11,2021,4,21-11
Singapore,239272,confirmed,2069.0,21-11-15,15,11,2021,4,21-11
Singapore,241341,confirmed,2069.0,21-11-16,16,11,2021,4,21-11
Singapore,244815,confirmed,3474.0,21-11-17,17,11,2021,4,21-11
Singapore,244815,confirmed,0.0,21-11-18,18,11,2021,4,21-11
Singapore,248587,confirmed,3772.0,21-11-19,19,11,2021,4,21-11
Singapore,250518,confirmed,1931.0,21-11-20,20,11,2021,4,21-11
Singapore,252188,confirmed,1670.0,21-11-21,21,11,2021,4,21-11
Singapore,253649,confirmed,1461.0,21-11-22,22,11,2021,4,21-11
Singapore,255431,confirmed,1782.0,21-11-23,23,11,2021,4,21-11
Singapore,257510,confirmed,2079.0,21-11-24,24,11,2021,4,21-11
Singapore,258785,confirmed,1275.0,21-11-25,25,11,2021,4,21-11
Singapore,259875,confirmed,1090.0,21-11-26,26,11,2021,4,21-11
Singapore,261636,confirmed,1761.0,21-11-27,27,11,2021,4,21-11
Singapore,262383,confirmed,747.0,21-11-28,28,11,2021,4,21-11
Singapore,263486,confirmed,1103.0,21-11-29,29,11,2021,4,21-11
Singapore,264725,confirmed,1239.0,21-11-30,30,11,2021,4,21-11
Singapore,266049,confirmed,1324.0,21-12-01,1,12,2021,4,21-12
Singapore,267150,confirmed,1101.0,21-12-02,2,12,2021,4,21-12
Singapore,267916,confirmed,766.0,21-12-03,3,12,2021,4,21-12
Singapore,268659,confirmed,743.0,21-12-04,4,12,2021,4,21-12
Singapore,269211,confirmed,552.0,21-12-05,5,12,2021,4,21-12
Singapore,269873,confirmed,662.0,21-12-06,6,12,2021,4,21-12
Singapore,270588,confirmed,715.0,21-12-07,7,12,2021,4,21-12
Singapore,271297,confirmed,709.0,21-12-08,8,12,2021,4,21-12
Singapore,271979,confirmed,682.0,21-12-09,9,12,2021,4,21-12
Singapore,272433,confirmed,454.0,21-12-10,10,12,2021,4,21-12
Singapore,272992,confirmed,559.0,21-12-11,11,12,2021,4,21-12
Singapore,273362,confirmed,370.0,21-12-12,12,12,2021,4,21-12
Singapore,273701,confirmed,339.0,21-12-13,13,12,2021,4,21-12
Singapore,274143,confirmed,442.0,21-12-14,14,12,2021,4,21-12
Singapore,274617,confirmed,474.0,21-12-15,15,12,2021,4,21-12
Singapore,274972,confirmed,355.0,21-12-16,16,12,2021,4,21-12
Singapore,275384,confirmed,412.0,21-12-17,17,12,2021,4,21-12
Singapore,275655,confirmed,271.0,21-12-18,18,12,2021,4,21-12
Singapore,275910,confirmed,255.0,21-12-19,19,12,2021,4,21-12
Singapore,276105,confirmed,195.0,21-12-20,20,12,2021,4,21-12
Singapore,276385,confirmed,280.0,21-12-21,21,12,2021,4,21-12
Singapore,276720,confirmed,335.0,21-12-22,22,12,2021,4,21-12
Singapore,277042,confirmed,322.0,21-12-23,23,12,2021,4,21-12
Singapore,277307,confirmed,265.0,21-12-24,24,12,2021,4,21-12
Singapore,277555,confirmed,248.0,21-12-25,25,12,2021,4,21-12
Singapore,277764,confirmed,209.0,21-12-26,26,12,2021,4,21-12
Singapore,278044,confirmed,280.0,21-12-27,27,12,2021,4,21-12
Singapore,278409,confirmed,365.0,21-12-28,28,12,2021,4,21-12
Singapore,278750,confirmed,341.0,21-12-29,29,12,2021,4,21-12
Singapore,279061,confirmed,311.0,21-12-30,30,12,2021,4,21-12
Singapore,279405,confirmed,344.0,21-12-31,31,12,2021,4,21-12
Singapore,279861,confirmed,456.0,22-01-01,1,1,2022,1,22-01
Singapore,280290,confirmed,429.0,22-01-02,2,1,2022,1,22-01
Singapore,280754,confirmed,464.0,22-01-03,3,1,2022,1,22-01
Singapore,281596,confirmed,842.0,22-01-04,4,1,2022,1,22-01
Singapore,282401,confirmed,805.0,22-01-05,5,1,2022,1,22-01
Singapore,283214,confirmed,813.0,22-01-06,6,1,2022,1,22-01
Singapore,283214,confirmed,0.0,22-01-07,7,1,2022,1,22-01
